treatment_id	n_terms_above_5
taxon_d0b395798121949640985acdc155ff749d02887e3fb1ab22deb9ebec306ba392	138
taxon_d8dfc548ecc20f367e59767fc97e05ff9e87007571906aa5ef49993a4f131f02	138
taxon_e8114b7ad7291f5d5ba81778cbc0e793d19af140be7e16f89f56eb3cd6825fb1	138
taxon_f8b9dedcb21ab251f05204a9cb70990ba8311ede59896e5313c2d128b136abcb	138
taxon_2e3e7dc302c600242cab9d3fae2fe4a167f39b76529f9dee6b673083a32feefe	137
taxon_3d2dc7f6687f49534c0c8398ce967ba76352225c21c02bf607bb9f371cdfec5d	137
taxon_bd92e3a3070f9c5c5c9c4d7cf4f06e59b79e3451a039b11b6103e93341e2e298	137
taxon_0668cb7d50889e938a2f51db0e6ca20a3ffde485af1e33963541e888a2cba2e0	135
taxon_288213781e225cea4b582e490830d704e230d2f6e0aa60f5f4685a1c3a86b22c	135
taxon_6e7c4cd963e1299e34321d745da465a3b3e09a408cf1daab67699235c455da83	135
taxon_4dc645e3da462866554182cb916b875efad0bf91dcddf8951c26c37d976eb40f	134
taxon_ac43632b45a065c8f1e53fc553588ab07380b5199b40fd582ac31a2b03ca1719	134
taxon_b6b6bec22274bdde33c010ca20219ba2fd01a319897bbc288edb6c77fb587582	134
taxon_e38b953378b2a3c5a08378c37f7e020bee2f74b5958538cc288189dd309c90c8	134
taxon_9918b0cd4274802619e68a63ee1a87706ec096468682a7325a9b9144e855cf2e	133
taxon_9af00d797e291809fa0578111802c8d247bd5a2707bf74216783dfe549989d76	133
taxon_9b95293f680cf3ea48c79f4f3877e94915edcc4bb3868202511c26386ca17df1	133
taxon_bcdbca56f991d2533a5547d73f9359529f9e30d92e4f41c507f17b3e81c6902c	133
taxon_d9f6daa40bf694904d4f4594fa54bb2dd3babbf7396e621a2eccee18a8853862	133
taxon_39348f36dd1beac2a250689b7004c49f4371a296f42c6f1206031960e42914b8	132
taxon_4bf30015192c01ec7db9287318d76fd6f637540a6dd4faafcfb344e437ea6d36	132
taxon_ecc65bb211f7a7156443a811c1b2c1d12478ee81a4d73bcab61032e139f255eb	132
taxon_05797c47e9bc279c23b738eb0b162d610a3a3708857751895fd7eea877d6bfa3	131
taxon_337f09cac77ef7e941fffecc3beb99a68be438e1c1b704becf1eab17cd6f0ad8	131
taxon_3455e9e377f0d6abc26a4fb3671577283b506f50a9f9250203242fc830665d11	131
taxon_84124a5cab76346fc0a98455af86db357920c5a40b65594e93eee6097cda6a44	131
taxon_ac35c7b271462db6d6e1c7a71d5f74d759d7f330a5022305c10a039bd34bda89	131
taxon_424a027def3343082230334b9a9d2ada12755a4e27dd835fb7147ffe524cdabd	130
taxon_ab6fd9b25f73bff9d7160620ef9fe001b1c213a13a08952bb533637b8147663f	130
taxon_cff59bc1ed991fea096eaf3e0a81f93d0a5c70338bdc53c704434d5ee61e0509	130
taxon_1208fdb3f6c31212891b2b8ff1f72428b22ec6a2f21a94aef101242e47952581	129
taxon_17919eb05953cb1a0ecb83d80389822c897c373adcab574fc30b479446d6b7de	129
taxon_2579999ac793d63d3945194e55c6d6747d8859f4734afced9601fb4e8c80c24e	129
taxon_7cfcfdeeace8bd42cd2a3c18d98aeee9b18e13fff711afb713b961d8bb49a36c	129
taxon_9423bc3e94eca5efbefb882357667b5aac549d93880762e7f538ba5773bf68bd	129
taxon_db760fe2fe44444aa4bf862f365b3fe8440f9a1c2eed78562dd4abc77f443797	129
taxon_b53226fb974aa24c74ed8c4097421ae47811d2762f3d66c27dcc2a804e5a0839	128
taxon_c8e432e2468221f43b5772177aeb7c248b11e0f13054d3b5cea954491eb16c0b	128
taxon_d31a61ab1188e487e451b2c4781899ceff33059966c7f945d9c8b97c157a1d09	128
taxon_e42fcf8be10b96ec2cd2e5490f7599209739a66e506aad440b11f7a4b01de5b4	128
taxon_3fdc6985117a62789ac033773e0386983d34f6720d0cf5fb9e2bcf23bdbd6cac	127
taxon_657822e31800134bde43cfb1d3059e01f1a971f3a358b0c61f4c813c817d3a72	127
taxon_89c4e4ccfb81a408cb04c531fbd63093273bfffe9a198facb9edab0764bfde9c	127
taxon_a5a0c555f24ed8dbc9dbb13e875e38f202dbc216a8cde8a1f96f60e4f4c06e0d	127
taxon_a5d8db04879fbd29cbbda2b5bdaf7eb9455c2beec965efffc1c32b6f54c8027d	127
taxon_c07dc0a899f411da23d945c28e4fd42905046217ae58c885eac5459b376deb37	127
taxon_c854f57e7648dee0d186c6f8d2f4b2b7a1db61b8c64c322b08defd9742a6f487	127
taxon_d51bf8c364c54fecb5e9e3f2735ce02c768abab9e0a7fae63c3af8008c0e9fb4	127
taxon_d61d01265d80bd4b6e8a712f30b2cf0ea2483c4c883c796da95d7ad651f12da0	127
taxon_e17cf3c4d10513dbbc2cb7562744d83c2b666c23ffda489f41f06e3740557286	127
taxon_508793932ca2092499b8ca13ea9dbd3fd89c7d0740a3a33f1700a3989ce7279d	126
taxon_5be5c279b59d4f9375eb857c0ca4dd170bef9f091d8e5c350092089ddb384302	126
taxon_89956c14bac591cea6bd9fa95b4d36df9f5412bed4fba94d837d02ff32251a63	126
taxon_9efd105b0c9359d52081b281ee7d313335411e6c904ea5ecac011ac80e5c5eef	126
taxon_cf16450b4c06898c0672758c9c4831fa786f22b77c8742b6237897e21cd4e0fe	126
taxon_04836f3dbc2c25b28c9ddcea841f3c05be7b8e484a47b6c17b18fe0d4caaf8a3	125
taxon_2261481b317a8376a6bf883b582f7bbff795dcdac04335b474ed891a388c69b3	125
taxon_af3a091c4dab9c60ae5864425f777881aa39c3f768268a1b970c6f8e9a28fa6f	125
taxon_b53ef4610d089f2db4773e842836006494a926d954395268935188036b7e092e	125
taxon_b7242b3b3e4894c5a56b5112d7cc9bbb3e76d0b6d0f707d802e05312f319c1a3	125
taxon_d66396d86c34bd4ae24ff9597f3c58185fc97be6613390b94f962eb89d857d0f	125
taxon_efec3085c2d7fca994cac89fb548fde13c0d93831b7e257454a05c048e6b3356	125
taxon_2a35180781bf66ca5be641c1b9f8e197098484ff2969bd38efe89abe10cd8be2	124
taxon_3ca9a8db12ea24523e123cdd22c61fa75e6c47a6bb09d4459a6f5127c455170e	124
taxon_8462497dedde57841ae74260a159c08ca35197303bccc2c623af69033e5128c4	124
taxon_90344a20f5ee2f011f50d64d83a37a26939061fa08626ccd03f458d734cf8386	124
taxon_bbf73ee720a833908aacdb36af04cdfff9279cfad97c10e4b63db5c367504e51	124
taxon_e23358647b21540087b87090fd30e003891b78a98ab134eee9f914ebb2af4210	124
taxon_e34fd4425fbc5d046d7996c3abc69a179c8eae0f91c344b31e5350e23cb2180b	124
taxon_ed934e53816699c467af6bea12b3d44dc1cf05320d6b5c75e891f73c17ac1960	124
taxon_083b6852af5458fb26050f7d8f4ecdc14a395f805ba6fd76d935834ed45f54df	123
taxon_15d356ed37cb393677aed38ec41e520f98384e059d114f6b0e81c29af3fa30eb	123
taxon_180f0bf7eb6a27b4682100dfa69ac37444309399cd3e7482822e44bf06d7d4ab	123
taxon_460e6f7864ab092af02f5b66c50af806023e4b11eeb9e037bdb63bf4cc0ae72b	123
taxon_bf0275ec6e07f65817daf0e3324f28ea82e136c391397fa19814d88fd82e9362	123
taxon_ee46612d8de2a820f5fd1e973a1bcce28345cd778f96feec0206b7391ecd35db	123
taxon_0c52968134f7ae4c8c292414323595da992636b10c057942075934993b2faf02	122
taxon_476ab2565c7c2b685f46ec40e34572c54df027d7c7d71ebbfa8cd87d03304487	122
taxon_5cc2242ec67c2b39ac5e132dd166cb4c4045030d0f571719ead665dc0ead9397	122
taxon_85cd08630e9698601f36b57fc8cd5bf909d8a7522253134a1aef1d8fd506b57a	122
taxon_ec95955ea60ca002c51d0bc216feca0838efcbc06f4cfa4ef9e14477c4bdfc3d	122
taxon_37ae634a365192744dd4072c629cfad772f3f53775104db826dde8b362f75033	121
taxon_85a0dc420d8d82c90ede5aaa6a65451abeccca4eb9263afd5b72da8a6de920d2	121
taxon_b22eb0a5298ee874ab88313f6169c821b69fcf691807317d23421bce1d19781a	121
taxon_b670e32065e5c263f490a5647fb6a137670a57d4be7a9ecac0a3d8833d7320d9	121
taxon_382979475d908e4623d577dfd45605e8a66f0b3df5e732683d55ce680cf158ff	120
taxon_382c1044b3916d10d8b70e559f6c0bdbbe0c65f30efda4e7df416c9411e52641	120
taxon_55647e6c8d8ba8f4b33f4a7d7b0aedf88df6f5ca51127f0eccce307a7d2667ff	120
taxon_74d7ff4147bf340de5aa53f908e3602ea85f8fe5c7596a36e9bb2ee16fff4f4c	120
taxon_86bbcdea8c954b49af72676e3bc8434cd44234883a4a1b01240e61bdc80d9701	120
taxon_998b64f06cd7555330736ffdc37d596a25d9de28cf654b952a273b5260740a66	120
taxon_bf27c84d958bf545909047b7e52f40bcfd354ad43e66f8a27507bdd52275c0c5	120
taxon_f4f8aa58fcddc34f354e06cf3770f00458767911f1a0d4b4d0a438f2d94318d1	120
taxon_136bb3aa73652cf9d40c506b9d997bf94f25df3729f66c5e582f9a2ab547b606	119
taxon_416576661722f5200387dbb10f7c9373d64511b653868720b3df011779e0a3a7	119
taxon_424d6ec884f954c721b7ba31a399057235e33e88903bfa4d713dcbb9a0714cc1	119
taxon_a6623f042c3564c0b21db718fee68b8eb8a756d1213961c78f2ccd0305bccf6f	119
taxon_ce087f8b3efb0ab36482a5c92dadad040a88981ab5d70a5292fd93d1414c30d9	119
taxon_d691d982c1d245fed12d76097633dd03f5a971d705fe364b3b31f5bc4e5278f0	119
taxon_383d3f2afdc43f4a0d2a7cc49f7f098155614057c94c467599dc5550a643a408	118
taxon_3926dde070ceec94ea78f17adf19f3b94ef5cece18304e21a15d1c764cf80831	118
taxon_87609741ac5808f87ef264a0152eaad10464c135f931eda3dbeadeb1b1f220ad	118
taxon_8a340ec17802afbd42940eb5dbaa681b8a2711f0d2b25e0fd77a2e845d2c0f36	118
taxon_b8217cadab9ef8a344efd503b2295b32d9d07d0e311c7db60e5fff8a1ec95f03	118
taxon_dee9a271327a30abb1eba37408207ab5ec1c5ea97ae8ec6f1e1615600c1d1294	118
taxon_1ad763b192c82febfd097bf973e92e5249bfced0be3479e2f15b0e5317bb72f8	117
taxon_1b4a010658a7e2cb5c8ba147cd79ccaba8163aaab36cd508719b9ca11ca50857	117
taxon_221298948ec23408ff5888e166cf42a49d8622efb9e45e7d74b926aca2ab18f1	117
taxon_41053e825350a9974d11b3b0c522a752c99e21a2b1a50bf7cbb0f30c13306eb4	117
taxon_6364b03a6458dcd40a493c77bd0aba8c600f2f3dbae4d03588729a0f50a601ab	117
taxon_81320c45476306fd1031e3a4f3894771cb4ac1a23a11240a109583ab6511c348	117
taxon_967a19916a71338a82208227748daa2d66a230a35285253afc173c8c8f1449c8	117
taxon_a1e5125e46cd9ee530a4d67c92462e104dd3ba1c5de67beaf1f1f92e93872e1b	117
taxon_c2cbda05863c5c055cc1588a75b0fa9cc7a31bf40e38a93de83347b92fd33240	117
taxon_ce25908c579ae913055315638528ba1bfd9d678a4b3a95423f2832730287fb72	117
taxon_f4bd1f9cca2d973a47d4418842d96436f0bb4914951ab0849e22043278293276	117
taxon_21feff57a6f91f1940fbad1720a4fffefaff920175bc83c927c87dd7d76408b7	116
taxon_93cfe94badfcea888d49d9820d4a84f5cad1049fcac49e310b723269033aab49	116
taxon_b8ab2cbda825e4221f50ad9ce52cac56efb35f6e8d14d70ab6fd694baf9e6ba0	116
taxon_e154f418285c5d69bc03ad734a2833745a0b7d9dab9be5ad537fb2a308f14525	116
taxon_fa0c958c9979951bd1b2cabe1120a7b08db1492f201dad5ce214fb9c31d1337a	116
taxon_47f220c79c6e0894a608e39e23f2b7340f0638bd2d1fe39eba583d3c54746bb0	115
taxon_61cc58a4c2ab9e84a64f880dbe6b5098722f0893a6eba4110907775e4e4e9526	115
taxon_63c545d46cc685660db989569e4cebf581f553edbfb48e9760d203f785933254	115
taxon_70d96c2ab08c69eee61806ba8285c1c17a0829396fe6903a4efdb3feb771da30	115
taxon_b47fd4a7d04a40fe38ce8283849127758b09dd8d0a6a517ebfa304cce6f196dd	115
taxon_c45aaded03a4fbb4555b671cd606e5d440a90b01e9071ab633b6f0e5e3446fc6	115
taxon_61a5885f33742d52aceeb932ca1805278d352f4c840c8036a4104645b269af31	114
taxon_cd6a7c352fdc112b9604c598bcfc7a7d776cae457e7a6b1fa875fb83d73f8540	114
taxon_e338d68a164cc32ede4699fc5f8015bc4cee392360116c260d85ca0713f50dfc	114
taxon_fe885e457641875836bf0bef668f855738b8a47e05e0719af79d45b55cf57508	114
taxon_3caeae4614238101d811ce5b32f57a590df9874c799ce565194ce85e1d2e73f5	113
taxon_aa0a12315aa1ef0dd6b78a609e5914c20ac960190c08770d8bf83cccad1ec790	113
taxon_c1f00cdd19b488ed2d592aed59b73bf2230070aa03c0effd10517b1344227b8e	113
taxon_0a9d759c78bdcef9841c5e9a1b6d9729a12a960ee85b006e90f7383993fa25b4	112
taxon_4f189b4cc5866f27025ab56d908db9a192930a60c22ac3f3e1c81937f2855c05	112
taxon_60d0fe79de7bf0486339514784c03c88ecf1614a6dbf4d18137b45877464c2d3	112
taxon_8e76cd0bdaf33d3254118fd7530a302935a1838b48106426dcb75737a8c81fbd	112
taxon_d3dfdcbba8b9b404fa39b3a40c3667452b7b7a297329e4535f029d72300e5447	112
taxon_dc662f79d038ccc8fff594712ceeb8df89b7a5447a8367b3f6241d4b7b772847	112
taxon_28002e1773d13ccf5252847f5048d4f8f21ac1ff35e193129d58b215d6fe4a35	111
taxon_55b0901f2a04479c2223fc93796b7554d358486cc886bf42bc98246f60986680	111
taxon_ad23225a88dac13102f4ef024c1e7279c739abf59360a1864ec4708666d13d41	111
taxon_afe49e5427793860ca77f6d7a4bd7d2d7a8bb3c64aa1c860d094009f87b669e8	111
taxon_b712650c0dad325cd0cf869abeef559eb48ab0b67519abc3a489d86ef67c6d3a	111
taxon_d62f2afd9537a1c33f7ec8d77371c7dc019d7151afd1c6e91565029d33b5be66	111
taxon_e98006c1fd070ba23a64cc42e00a687fde6bd7b3f241276462ab27d3a2a57622	111
taxon_1b63bec00c7fc39d3d84dcac08d8b9bb65dcffc8f06ecace108c5a85c625bea6	110
taxon_5960e43afadad962286893429ab8f8208ced23240bcc0b2a6be8df8dd555c751	110
taxon_879d923bf30a0785738af33708cb94b55aa5345b5948fbacb9f3823c4de6dc9a	110
taxon_d3b246f4b33fc6dbab2e81cedff9fcb0d32e4934404f76ab1bfe0cdb4a057ebf	110
taxon_f0cd2b0a20578595a8d226574e921f3083a13fc09a60cd555ea232a50d45ff8b	110
taxon_3ab0be908111edd89ece57bfb68814b79fa07ad8aaa719af24f4c08c9676ad8e	109
taxon_5280bf1136de63680203c6e11045d973d5c8f162354218799ed4a19e3de4cc6c	109
taxon_55270fde8d6df655e37bd18af33ebb195b09b50d4f6e97a221371c24183413ee	109
taxon_5f644c904b0269abdf905902397dd5b293966fe25a7809cc5ac232c922427b66	109
taxon_aff245aa08f281dd5bcaffe620df24079f89c73c7495d830cc50623f677144f1	109
taxon_b248fef9559e66ba36d4014cbcd50b416cce1d839cc67f5b562478ad07b8ba45	109
taxon_f19da2124b5842e33931ae25edc8266393fc5d05c3bb2fd4a0cb1419874713cc	109
taxon_46b42f35837a19b1efe1f4fea7e8d8d0abf7d6102485ab97acc543bce010fd2c	108
taxon_a4461c08f118f3eed28c7c9bf699767ba6fa019b113969d65d4af8775a8edc3d	108
taxon_c090b238ee186ea43b50e753502f7f11455537860875133499aab24bb49e4568	108
taxon_febfd44b0adf90b377dfc1979e6123eaba302eea7d2a17ed35d6cc2d45eddfa1	108
taxon_2bf5bc48f9a804b89d92a28ab3d0fb1b97ebaf614c3227f4b83ad775caebb25d	107
taxon_500ed094a3c3da0287b89ef9c7bfae4dd283d7e5c219b9d10f3f8af84d10fae2	107
taxon_859bbb79ebfad607633e99c8d348a55fb9bc38f82c8fc1886eb71269acdb85c4	107
taxon_fb8fde9afe1c4e849ea496e2aaf945d53e77c22519a2dd349df02b7f6c7daf11	107
taxon_5e9ce25e6ed588fba33ef897651c7938fb4fe96462763027b1bc6e3fc5b742e8	106
taxon_64f72e0c84e64fbb33ac82407b72485dddfc4150e999bad661d2ee01605d741b	106
taxon_946bdb310806de6c34a11ef6cca0230d493c96b815dd4b8af27aa53165596586	106
taxon_c30dcf34c55b991f46cb696d813af415157a2ef45a1624dfe8731cc2e21b5313	106
taxon_d0d76ac8015555a1d5c1553867f7249b5b28069827abb7351ec9dbaf993c4446	106
taxon_dfc85858cd25b3409788247cbcaf1a3e229af2a3ec0a380bf6aae3b900926a44	106
taxon_1a99099a4f57a6c4380e65936f94e2649ab62ec4ec5128618660c4d0423b79bd	105
taxon_46f6f05d38749754352f189f67fb118434ddfcbee0785d6d86345fa61bb270cf	105
taxon_4a49cb780cd28ae13ef431aa699218e4bb634005a791cdf4d985049d36c72f6d	105
taxon_61e9f3eea098759b239142a4b2a423d3f8f1f00ee1dfe12465dde6e9e68c3ca1	105
taxon_639efa4d9331ef8a993a72585ea419dfe7667bff78bb5bdf3fbd8121e4f670ac	105
taxon_723acbae4848ff58fbfa19c7e462d4dee92313aca2e6c4bdcc8c9f7f3d4a97ef	105
taxon_770d79578ff2f917bf09af75de570e0481ba6c20da07aeeb019a3ada79dd6cd1	105
taxon_8f2b711da0157d36c7b59ca3f0376f8892c5acaf474a278a0450726625a541c8	105
taxon_a237b8ad9df115a99e454dd6536afafbc859639a55a4e9dc064c29337162fef2	105
taxon_b3c00b591f6037bc67c34ba9e1643c64bb21ace5f240b6cfc41ba17a099fe6ea	105
taxon_f7b35064e7101a9973e769cc6afc7d40dc0de974dfb5000910363869990b7f82	105
taxon_397bcd8ff7157a6619817351dc992ce828fc273ac3c92def25b180073f88ec6f	104
taxon_49763980a73a22f09edf2916b12ff910ba71ea47337c153cb1b0a9080edad4c4	104
taxon_70b483375b73308d7840b3d97ed7b0f595bf529aff1a8eb83d791c1c3de395e0	104
taxon_70fe3b849772393389845a874730adee866bd4a17bd4603039cf007695a02843	104
taxon_dc490a86187803bd4ae1822ca4fad6294aeb1cae7b4e1bdf31dcf706116ed3c8	104
taxon_1970cf4ba51441c6b7b1d16aa832f28d8848424ff92a1ad64743915eb95d46a6	103
taxon_25398bba7e1708842157df079d9f9b6021a936f21a07f7c41536a24d4e640fb8	103
taxon_2db4a82ce4d230faf16bd9e811d1a608fa038292d748d329442dfe28e77a5329	103
taxon_42e146942886e30db013535a847afa30ec6835412b86c5c28f4a8bd2adb7fd8f	103
taxon_444ed1e0a0bb0ac39a01e23b003f363098ce6a6f88c4b92acc1a9e94cef809c2	103
taxon_462c18cd217e3cee8832584b7b79aafc047787f43354f16a6bdced8593aa709d	103
taxon_46e87b4d7ee8a510f606a401ef531805fda272f6f1e7e20b7376f88f8afb68a9	103
taxon_492afec390bacea4f8dc2b18f93f74c5b40428e866a5e310bfc0fe06e8e0634b	103
taxon_5609cf426625311bc5edf5879cbe3aa6765e0e529dd490dcc3dd597e3e7c975f	103
taxon_5d33532e02eaec6a59bc5830a34b684bd5cb2cb216fb0120f48279079138130a	103
taxon_a4e24d92b4f71af1d60fae8b51ac6db25fa58e5d8228e14ff8663d8bc5a00437	103
taxon_ad1708a0c37bac856b205b7d6e3a4199b87c207ca7186ec6e15aa5232182763f	103
taxon_dafc7ba64b972ad071023d5b07efc6243a0561066c1afcf6e4acdfb28b3cf4bb	103
taxon_dd6155ba84a68abf973a6c01616dcc5a9955c3c1a84dcf065f851cb9e8e3b568	103
taxon_fd32e9aa0ca76eb2a183dcaad3090bce835aa913e9dc1deb9fed0d86770673bb	103
taxon_2ff14efa47c1ad5779b5baca1ad1a80d89f02866224dc8f82f543549a28729a7	102
taxon_35e2bd087affdab97314cdba0fd1d8effaef723f7207ac8716fc8d2282d44f76	102
taxon_4e36408c23b2d53c5b80350f224341083b90bece4951ae70c3d99c7d4a586c4b	102
taxon_6206687ba8df010cc2160b4113edadc2e1861a3430049c27a1a716704d4a2aa0	102
taxon_7620ac6062f29d4ee37265c710a8fa5145a7f56123101b7267fd9e02b6343444	102
taxon_8e60d27588cde8ba6dd1d807cfa81a34aa9e7956ddfa1a0c619ee8f50fd97989	102
taxon_e64977efed52b188c4760e7cca50c7a79ec9a9f31373f59da123746291d2e556	102
taxon_ee5b58d5d8334eed45ab9e095f88c1ab297c016855717160daab7f6318c473f5	102
taxon_0b12386824c33ba97cf2c98463b4d4c1fff30293d9349b2795e2f870a9b49e5a	101
taxon_60210794638bdf38d301a57d162b3a52a9c793bdff59a31ac36011a523742274	101
taxon_71d8c1b5f56178467c46263b3130f48ee8157e4fbcad4f20a8df9e666a8b9b26	101
taxon_831287cb5c87eeaf975b3df0f32e7a14eae43328478442c4b33d1466c2581098	101
taxon_d6c54c2e1ae73ddb06d6477e74cbb4ef455149fc4121e48ee39b80df19dc9486	101
taxon_da35e83af0e92bb3cc6f712f1d686674881a205fc4cb2d01fc3ecff1cec90407	101
taxon_de8aa9d6ec08f0122211b57940fc86b783d3d5a80328e6e5c423e81b3818d31d	101
taxon_f0c16ea0a5af9a73ffbc2e23a43a6ddb61dd16d31e5515c8b63b23326f2f732e	101
taxon_f0d943999bfd1d27474f9023d64d57d4359c77b9af5d9cb35dad2ca9150d92a3	101
taxon_fa48c095eddee4017fa7cb8d1c2d96613d29647db5b92f47e9ee9f6536c27430	101
taxon_10de0f9e00a750ae4f3ac1c4fe41d84d9f8e85af98523be13e46cfa417e25897	100
taxon_2469d88d2b6b30b7c05db916ca9b5d62052109f175596616eaa9c79658391d88	100
taxon_3d2ad54735a8f13aeb9c195562bd0831e90702a5c5825c535ec316dc36ac9497	100
taxon_4ad8dc8528e61726bfd975cfea213262178668fbbf3baea28469271d481a9d7b	100
taxon_7e515b58c308b3a53e69e0163daf3e3e65ba37aa2b83076a0dd17a740306b44f	100
taxon_9afe6ef0e477e4fc7b83d97650bfe05eb9172fd4011f2bb9059273ba62168fb9	100
taxon_9c4ec27e98ad44a336aad0489cf1d63cf2623e92d152eb988691cc0e65a8ea5e	100
taxon_9daa39cc35b3dea5709fcbb1b0c9b9204304a5dfda7a6157e6c6ee3a2b3633ee	100
taxon_b294c6da66cf77787b4036a266359336c9cb2c584f61694e0e1eb52e2484c935	100
taxon_d6c2d8d0d8c9c51d194480fbc111ca866138592bd3fe0b950d90e99e63a1b531	100
taxon_ed59edd10d4877d71882377d13cdc6d57bd057c95d580cef8fc33900e6d28831	100
taxon_01f850364ba36f5919816bb0fdc36528c9d74abfcafd2966c2e69605289e09fe	99
taxon_152707c3349ef641d063558247658edf7ed0f1006c08cfed818043dc155d1831	99
taxon_4154fecb1442476ef93f3b45f4ed451c7782cf62cb865b94159c86709bfa7d0e	99
taxon_42e378564fcaa69128e6e9267a8479e388070d401b9e41d8e00453b6490789f5	99
taxon_496b7648a7c83887b73b33cf91bf7bfa999e079d635ca7c53534fa022014c79b	99
taxon_6bf807aba8deec6c1a4f38f6eddd008d785fe311c11486f99f805953bfcb5e22	99
taxon_819db54709fadff4ea512bb9dbb1bc8e2aa9b8f411d212bfd89966cfb505f9d9	99
taxon_a04e463b2c70cfe3e7d755e1357c7b88b94c777ec5dc9ab6792c6b6da4ede599	99
taxon_c38e7b98904f9fd508f10b7a19e9ca5db5b30c3b0d933d4145cf5ad5a95ae146	99
taxon_dd75fe79485bde20678dc0b5f19dacef8f917b8c8b7e470229b4ee00d5c51c54	99
taxon_e6c52cbb16cbf2d5be39a83f5853fe0d555fd4541b8d98f3e9b56152231b17b1	99
taxon_fe4db483ef297939aa2b45823428634f80fad7d88ffe80e096e73939c2848a5d	99
taxon_053e71a2ecff6faef40d92ec984b453a988f53f52ec15b2c98887e085bfc2990	98
taxon_0c533da1570d736334eea8be383d529155b358cff5618f15c57df0507636552a	98
taxon_2ba6fc21d4b95ab094fadd39e649908137e7c879d1ece72f8cc65cc8ac436187	98
taxon_3d84920b889f91e206c3fdd85114f78f1ff54753ddc2315175c44a519071dd8a	98
taxon_662d109fac8551cd4b8a9053e64153f84ca50664b6db0eb46c8dab63af7c9683	98
taxon_77b15bd30c4a599d37b66803c4cc8cfc6750854d75fa6e5af06d989cff8188cd	98
taxon_8746ad398e16d24a844835d41b2c96812487bc3b423e27daa636331660beec5e	98
taxon_8d9c4a79e6a1d93b30d1a63c71eff5a7de252a9b5faa57acf9a9047973d3473d	98
taxon_a41faa1bf55c008910eff01afef761db50ae3980ce23f0e64e07351328429168	98
taxon_a65bae44a3f6f37261533488f3f11456ed821a68f18f36248a50d62693546191	98
taxon_b492ceeed8b7ded07519302952a9c0e858a1e17776d1afdf501999b70211dd66	98
taxon_bd228eee40948c87656b2ad9d1a87f510ad325fe20ed7b46cad3e2d8838410e7	98
taxon_d4a69005e7a52ba77324f9ed9f5fb014dada82492afab683b8875c8e7c56b527	98
taxon_dab62aeaa56d43aa9f3ddb0c70ff3d0be98be9aa8df44fbc642e2c698bdd7424	98
taxon_e741c74709cd46308cb03951501c5b4c041ea739622c58171c1e8ae5da468655	98
taxon_f5b714c0fb76c2230a290d039d13a657fb57ac4c658c1985c16f2650f248dfc3	98
taxon_00b0a9e675352fd7e81213808cf217ef32ee2e3ae18a82a1c2b5b7915f449f5e	97
taxon_1c0092ef8d57ead4a785ad201c4206238107594a5168f63d4e653e16614063be	97
taxon_1d0d5a54a841632c9a4301f9dd21d094ac8007a594f491ad5c9a339a25af0ecb	97
taxon_20e3891cdd3954ca234efb7fdfdb1393d9990c4099b83b991db23ec186e34388	97
taxon_85e8da3b0194bbd87d6de1b94ca76654223a4c65dd325226de52d42c9777a9f7	97
taxon_9237a19a41f34e18d9ed36c2c247e0af17ce2302dc238b3bd7e61cf40dbc1a10	97
taxon_a82b135fed9dce00f39a6dc3deae9f68e12ce90ed9bd0724861ace42175221bf	97
taxon_e412672fb7681441effd424e76b79045197c2f4cde115b115f8296920fef2b78	97
taxon_06b338cb9db139bb4bf0f78ff654fc8ebebdda7aba7367d23f6cd09af9daab13	96
taxon_1a134525a68a26da88bd7c0e27c6297d08d1b9551b76fa1baab4ef90f2a14a46	96
taxon_1c22c5882b4f91e697e57699399285b0cca00dc24046077e9b92c5f09539e254	96
taxon_3f877f688d2d0b3538e9d0421d893a1de58413bc564834d81a9fafe410f3c649	96
taxon_5131a28a6e95b8b5808845ccdc0fe4fcfe74ec4ab076842d2e6722edbb9cead5	96
taxon_524fa839368f31a5582027480fe4160acf1934188956fef5b7ad2a851989c79f	96
taxon_53b8092f2b1a36fcbcd8d55386606276ca3fceca316ba99c5e2fb1bb056e3cc2	96
taxon_6fdda05d2d0e4b584664eadfdbc6e5b9100a84339db30d74a6201e79d1595f67	96
taxon_ab9b04b021755eca9d52eddec43078dbcdfb1e18a4d2d658fd3ce38f95f8f29d	96
taxon_ac6145af39c996446f9b8365d79da1c52701378d5d5eb89890d99c0de1abb02c	96
taxon_b9767ba7f9e4263221393f97d79d8eff512626e8add044406a91a215d98bbb13	96
taxon_c62cbaab681ed50c7ff669966e3d8345c46a8fcf28575619827c92181deef216	96
taxon_cd7c8e4a8e5457a1aa932f656f5cd4f14314151b88d58c6c502c9bf6ffef3855	96
taxon_067f7e847b14774063dc99207459df0aa96ae4c463d7a6a77e7c4bee4cc68b02	95
taxon_21ef849ac05ae99ad2eff2d5298069e87c2250479596194df526193af662b687	95
taxon_29739859d4a2e9823a5d69f549f1005b205f70bbc51ae101a0ca9f4071474363	95
taxon_29eb367ef39abca660180812ecbb5cb1ba1ad27ae01982944dc2c074ab7998a8	95
taxon_32ec7db2aeff093dce010e70dae76a22835278d654a4dfb42a95d8ed7f4f69fd	95
taxon_3c44c13ad2ecd14b254dd2638e682ecc8dfe22a175aac7a650a644818176fe9d	95
